currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
"Perhaps it is true; but, Leo, you do not like to be told that you make the part stupid, that there is no life in it, that you are a machine, that you sing out of tune.","[('fool', 0.15), ('singer', 0.08), ('child', 0.05), ('musician', 0.05), ('failure', 0.04), ('poet', 0.03), ('genius', 0.02), ('bird', 0.02), ('man', 0.02), ('performer', 0.01), ('lady', 0.01), ('brute', 0.01), ('boy', 0.01), ('nobody', 0.01), ('star', 0.01), ('foreigner', 0.01), ('tyrant', 0.01), ('player', 0.01), ('dog', 0.01), ('clown', 0.01)]",Fiction,1890,1890,72,"{'fool': 0.15, 'singer': 0.08, 'child': 0.05, 'musician': 0.05, 'poet': 0.03, 'genius': 0.02, 'man': 0.02, 'lady': 0.01, 'brute': 0.01, 'boy': 0.01, 'tyrant': 0.01}","The sentence describes Leo, a human, as 'a machine' with 'no life' in his performance, blending mechanical and living registers by projecting machine-like qualities onto a person.",Yes,"{'part': ""Refers to Leo's performance role, the site where mechanical/lifeless quality is criticized."", 'a': ""Part of the phrase 'a machine', directly labeling Leo mechanically."", 'life': 'Signals the living/emotional register that is said to be missing, contrasting with mechanical performance.', 'stupid': 'Describes the dull, lifeless quality of the performance, reinforcing the mechanical framing of a human trait.'}",technomorphism,72
"I am sorry for him, but as for the other, I feel very hardly towards him "" — her eyes flashed — "" he had no more heart than a machine — he was a pitiless betrayer, who never shrunk from the meanest falsehood in following his wicked aim; he did not understand even the meaning of the word love, but, oh! his end was a terrible one, "" she shuddered.","[('dog', 0.13), ('stone', 0.07), ('child', 0.06), ('serpent', 0.06), ('man', 0.04), ('woman', 0.04), ('cat', 0.03), ('lion', 0.03), ('mouse', 0.03), ('sheep', 0.02), ('lamb', 0.02), ('bird', 0.02), ('rat', 0.01), ('tiger', 0.01), ('thief', 0.01), ('wolf', 0.01), ('hare', 0.01), ('fool', 0.01), ('slave', 0.01), ('dove', 0.01)]",Fiction,1896,1890,16462,"{'child': 0.06, 'man': 0.04, 'woman': 0.04, 'thief': 0.01, 'fool': 0.01, 'slave': 0.01}","The sentence uses 'machine' as a byword for heartlessness, reinforcing the opposition between mechanical (feelingless) and human (loving) registers rather than blending them.",No,"{'terrible': ""Describes the shocking human 'end', unrelated to machine comparison."", 'a': ""Part of comparative phrase 'no more heart than a machine', marking the contrast."", 'than': 'Key comparative word setting machine as the standard of heartlessness.', 'more': 'Used to negate feeling, emphasizing lack of heart equal to a machine.', 'one': ""Refers to 'his end', not tied to mechanical/human blending."", 'heart': ""Central term; his lack of heart is likened to a machine's inherent heartlessness."", 'end': 'Refers to his death/fate, not mechanical framing.'}",technomorphism,16462
"He would no longer do the day 's work as a machine, but as an intelligent artist, trying how it should be done most efficiently.","[('boy', 0.1), ('mechanic', 0.1), ('worker', 0.09), ('man', 0.07), ('day', 0.06), ('carpenter', 0.05), ('student', 0.03), ('teacher', 0.03), ('painter', 0.03), ('sculptor', 0.02), ('foreman', 0.02), ('gardener', 0.02), ('artist', 0.02), ('critic', 0.01), ('master', 0.01), ('gentleman', 0.01), ('mechanical', 0.01), ('amateur', 0.01), ('craftsman', 0.01), ('mason', 0.01)]",Fiction,1878,1870,78,"{'boy': 0.1, 'mechanic': 0.1, 'worker': 0.09, 'man': 0.07, 'carpenter': 0.05, 'student': 0.03, 'teacher': 0.03, 'painter': 0.03, 'foreman': 0.02, 'artist': 0.02, 'master': 0.01, 'gentleman': 0.01}","The sentence contrasts working 'as a machine' with working 'as an intelligent artist,' opposing mechanical and human registers rather than blending them, since the machine comparison is explicitly rejected in favor of human agency and creativity.",No,"{'artist': 'Represents human creativity and agency, explicitly opposed to machine-like labor, reinforcing separation rather than hybridity.', 'a': ""Functions grammatically in 'as a machine,' marking the comparison being rejected, not itself meaningful to hybridity."", 'day': 'Refers to the work period; neutral term not contributing to man/machine blending.', 'intelligent': 'Human quality attributed to the worker, contrasting with mechanical repetition, emphasizing opposition not interpenetration.', 'he': 'Refers to the human subject who is described as moving away from machine-like behavior toward intelligent artistry.'}",technomorphism,78
"Washing and polishing in revolving barrels precedes the examination of every single screw, a machine placing them one by one so tbat none can be missed sight of.","[('man', 0.14), ('machine', 0.07), ('foreman', 0.03), ('drill', 0.02), ('boy', 0.02), ('process', 0.02), ('guard', 0.01), ('superintendent', 0.01), ('person', 0.01), ('rod', 0.01), ('cleaner', 0.01), ('operator', 0.01), ('manager', 0.01), ('file', 0.01), ('director', 0.01), ('roller', 0.01), ('hand', 0.01), ('pair', 0.01), ('painter', 0.01), ('screw', 0.01)]",Non-fiction,1885,1880,16468,"{'man': 0.14, 'foreman': 0.03, 'boy': 0.02, 'person': 0.01, 'operator': 0.01, 'hand': 0.01, 'painter': 0.01}","The machine is depicted as purposefully placing screws so none are overlooked, attributing careful, deliberate agency—a human-like trait—to mechanical action, blending mechanical and human registers.",Yes,"‘so’ introduces purpose clause implying intent; ‘sight’ suggests perceptual care, both anthropomorphizing the machine’s action. ‘barrels’ and ‘precedes’ describe mechanical process neutrally. ‘a’, ‘screw’, ‘,’ are structural/object terms without inherent agency.",anthropomorphism,16468
"Japanese words are all pronounced according to the European method — a as in father, e as in prey, e as in men, i as in machine, o as in bone, u as in tune, u as in sun; ai as in aisle, ua as in quarantine, ei as in feign, and iu is sounded as yu; g is always hard; and e before a vowel, g soft, I, q, s used as 2, a -, and the combinations ph and th are not used.","[('fish', 0.04), ('flesh', 0.03), ('blood', 0.03), ('flower', 0.03), ('child', 0.03), ('beast', 0.02), ('water', 0.02), ('woman', 0.02), ('bird', 0.02), ('fire', 0.02), ('wood', 0.02), ('air', 0.01), ('stone', 0.01), ('spirit', 0.01), ('tree', 0.01), ('seed', 0.01), ('house', 0.01), ('feather', 0.01), ('body', 0.01), ('man', 0.01)]",Non-fiction,1897,1890,16469,"{'child': 0.03, 'woman': 0.02, 'spirit': 0.01, 'body': 0.01, 'man': 0.01}","This sentence is a technical explanation of Japanese pronunciation rules using English phonetic examples. It contains no reference to machines, feeling, or vitality, so no hybrid understanding is present.",No,"The words 'father, bone, men, tune, prey, as, in' are used purely as phonetic reference points for pronunciation, not as metaphors involving machines or living beings. The period simply ends a technical sentence.",neutral,16469
"Japanese words are all pronounced according to the European method — a as in father, e as in prey, e as in men, i as in machine, o as in bone, u as in tune, a as in sun; ai as in aisle, ua as in quarantine, ei as in feign, and iu is sounded as yu; g is always hard; and <* before a vowel, g soft, I, g, s used as z, x, and the combinations ph and th are not used.","[('fish', 0.04), ('flower', 0.03), ('blood', 0.03), ('child', 0.03), ('flesh', 0.03), ('water', 0.03), ('beast', 0.02), ('bird', 0.02), ('fire', 0.02), ('woman', 0.02), ('wood', 0.02), ('air', 0.01), ('stone', 0.01), ('tree', 0.01), ('spirit', 0.01), ('house', 0.01), ('seed', 0.01), ('feather', 0.01), ('body', 0.01), ('leaf', 0.01)]",Non-fiction,1882,1880,16473,"{'child': 0.03, 'woman': 0.02, 'spirit': 0.01, 'body': 0.01}","This sentence is a technical explanation of Japanese pronunciation rules using English reference words. It contains no mechanical or living/emotional imagery, so no hybrid understanding of machines is present.",No,"The listed words (father, bone, in, men, prey, as, tune) are simply pronunciation reference examples for vowel sounds, not related to machines, vitality, or mechanical description in any way.",neutral,16473
"'; The machines Martha Gunn superintended were always the most in request, for she was immensely popular with bathers.","[('ladies', 0.41), ('women', 0.08), ('girls', 0.03), ('qualities', 0.03), ('people', 0.03), ('names', 0.02), ('men', 0.02), ('methods', 0.02), ('persons', 0.02), ('works', 0.01), ('things', 0.01), ('machines', 0.01), ('waters', 0.01), ('baths', 0.01), ('others', 0.01), ('medicines', 0.01), ('two', 0.01), ('doctors', 0.01), ('boats', 0.01), ('assistants', 0.0)]",Non-fiction,1880,1880,96,"{'ladies': 0.41, 'women': 0.08, 'girls': 0.03, 'people': 0.03, 'men': 0.02, 'persons': 0.02, 'others': 0.01, 'assistants': 0.0}","The sentence attributes popularity to machines by association with their operator, Martha Gunn, rather than granting the machines themselves human traits. No blending of mechanical and living registers occurs.",No,"{'most': 'Indicates degree of demand, not relevant to hybridity', 'were': 'Auxiliary verb, structural only', 'always': 'Indicates constancy of popularity, not hybrid', 'request': ""Refers to demand for machines, but tied to Martha's popularity, not machine agency"", 'in': 'Preposition, structural only', 'bathers': 'Human users of the machines, not blended with mechanical traits', ',': 'Punctuation, no semantic relevance', 'the': 'Article, structural only', 'she': 'Refers to Martha Gunn, a human, not a machine descriptor'}",neutral,96
""" Her actions, you mean, dear lady; the human mind is no mere machine — even in a mother 's hand — and you may suppose it is still less so in that of a governess. ""","[('machine', 0.22), ('child', 0.07), ('passive', 0.06), ('tool', 0.02), ('mechanical', 0.02), ('puppet', 0.02), ('instrument', 0.02), ('machinery', 0.02), ('toy', 0.02), ('mechanism', 0.01), ('cipher', 0.01), ('thing', 0.01), ('hand', 0.01), ('control', 0.01), ('power', 0.01), ('creature', 0.01), ('rule', 0.01), ('form', 0.01), ('infant', 0.01), ('impulse', 0.01)]",Fiction,1871,1870,100,"{'child': 0.07, 'puppet': 0.02, 'hand': 0.01, 'creature': 0.01, 'infant': 0.01}","The sentence explicitly denies that the human mind is a machine, asserting separation between mechanical and mental/human registers rather than blending them into interpenetration.",No,"{'hand': 'Refers to control/agency of mother, not mechanical.', 'mother': ""Human role, used to argue mind's independence from mechanism."", 'human': ""Central term opposing 'machine', asserting human distinctiveness."", 'no': 'Negates the machine comparison, reinforcing opposition.', 'so': 'Continues negation, reinforcing separation of registers.', 'mere': ""Diminishes 'machine', stressing human mind's superiority."", 'dear': 'Polite address, no register relevance.', 'in': 'Structural word, no register relevance.', 'less': 'Comparative reinforcing negation of mechanical analogy.', '—': 'Punctuation marking rhetorical pause, no semantic role.', 'her': ""Refers to subject's actions, human agency emphasized."", 'lady': 'Polite address, no register relevance.', 'mind': ""Key term contrasted with 'machine', reinforcing opposition."", 'still': ""Emphasizes degree of negation ('still less so')."", 'governess': 'Human role compared to mother, extending the human argument.', 'suppose': 'Rhetorical verb inviting agreement with the negation.', 'you': 'Addressed listener, no register relevance.'}",neutral,100
"It is the forced growth of the plant in ;. hot house, the forced labour of the beast iu the field; well trained, aud well fed, it may be; but beast like, machine like, slavish, nevertheless.","[('man', 0.43), ('brute', 0.05), ('child', 0.04), ('woman', 0.03), ('beast', 0.03), ('human', 0.02), ('animal', 0.02), ('worm', 0.02), ('pig', 0.02), ('plant', 0.02), ('slave', 0.01), ('insect', 0.01), ('bird', 0.01), ('dog', 0.01), ('ox', 0.01), ('sheep', 0.01), ('creature', 0.01), ('machine', 0.01), ('ape', 0.0), ('peasant', 0.0)]",Non-fiction,1836,1830,8307,"{'man': 0.43, 'brute': 0.05, 'child': 0.04, 'woman': 0.03, 'human': 0.02, 'slave': 0.01, 'creature': 0.01, 'peasant': 0.0}","The sentence describes human labor as 'beast like, machine like, slavish,' blending organic (beast, plant) and mechanical registers to depict degraded, forced human labor, showing interpenetration of living and mechanical qualities.",Yes,"'Beast' and 'plant' evoke organic/living registers, while 'like' links them equivalently to 'machine,' merging living and mechanical qualities into one description of human labor, exemplifying hybridity.",technomorphism,8307
"And if the man is but the machine of the State, women and children of course are but the same.","[('servant', 0.21), ('slave', 0.1), ('creature', 0.09), ('man', 0.08), ('child', 0.06), ('animal', 0.04), ('beast', 0.03), ('machine', 0.03), ('creation', 0.02), ('product', 0.02), ('brute', 0.02), ('citizen', 0.01), ('work', 0.01), ('tool', 0.01), ('master', 0.01), ('head', 0.01), ('peasant', 0.01), ('part', 0.01), ('father', 0.01), ('son', 0.01)]",Non-fiction,1836,1830,8308,"{'servant': 0.21, 'slave': 0.1, 'creature': 0.09, 'man': 0.08, 'child': 0.06, 'brute': 0.02, 'citizen': 0.01, 'master': 0.01, 'head': 0.01, 'peasant': 0.01, 'father': 0.01, 'son': 0.01}","The sentence describes men, women, and children as mere machines of the State, projecting mechanical qualities (function, lack of agency) onto humans, reflecting a hybrid, technomorphic understanding rather than a strict opposition between mechanical and living registers.",Yes,"'Man' is directly equated with 'the machine of the State,' illustrating technomorphism by describing a human in mechanical terms, emphasizing function and lack of individual agency rather than vitality or feeling.",technomorphism,8308
The State wants machines : that is all.,"[('them', 0.45), ('children', 0.07), ('it', 0.05), ('women', 0.05), ('marriage', 0.04), ('wives', 0.03), ('these', 0.02), ('marriages', 0.02), ('both', 0.02), ('men', 0.01), ('education', 0.01), ('schools', 0.01), ('all', 0.01), ('parents', 0.01), ('this', 0.01), ('teachers', 0.01), ('society', 0.01), ('girls', 0.0), ('that', 0.0), ('unions', 0.0)]",Non-fiction,1836,1830,8309,"{'them': 0.45, 'children': 0.07, 'women': 0.05, 'men': 0.01, 'teachers': 0.01, 'girls': 0.0}","The sentence presents 'the State' desiring humans to function as machines, reducing people to mere mechanical instruments. This is a technomorphic reduction, not a hybrid blending—it opposes machine-like function to human vitality, implying loss rather than interpenetration.",No,"{'the': ""Refers to 'the State' as an abstract authority that desires mechanical compliance from people, not relevant to hybridity itself."", 'state': 'Acts as an agent desiring machine-like humans; frames power as demanding reduction of people to function, reinforcing opposition rather than blending.', 'wants': 'Indicates desire attributed to an abstraction (the State), suggesting a will imposing mechanization on humans.', 'machines': 'Central term; humans are equated with machines, indicating technomorphic reduction rather than hybrid vitality.', ':': 'Introduces the stark reductive claim, emphasizing finality and starkness of the reduction.', 'that': 'Refers back to the idea of wanting machines, reinforcing the totalizing claim.', 'is': ""Copula asserting equivalence between what the State wants and 'machines', emphasizing reduction."", 'all': 'Emphasizes totality and finality — nothing more than mechanical function is desired, reinforcing opposition between human vitality and mechanical existence.'}",technomorphism,8309
