summary,hybrid_binary,explanation,classification,sentId
"The machines are described with an intimate, almost living presence—'working' quietly underground, personified as 'little' and possessive ('their')—blending mechanical and organic/emotional registers in a hybrid way.",Yes,"'Little' suggests endearment, treating machines as small living things; 'their' grants possession/agency; 'working' implies purposeful, almost bodily activity; 'sounds', 'night', 'down' create an intimate, sensory, quasi-organic atmosphere around the machines.",anthropomorphism,8420
"The speaker complains of being viewed as a feelingless machine, explicitly opposing mechanical and emotional registers rather than blending them, so it denies hybridity while still invoking the human-as-machine comparison.",No,"'a' and 'as' form the phrase 'as a machine', framing the comparison; 'look' ('look upon me') signals the perception being described, treating the person as mechanical and devoid of feeling, opposing the two registers rather than merging them.",technomorphism,16613
"The phrase 'infernal machine' attributes a demonic, almost living malevolence to the roulette wheel, blending mechanical and moral/emotional registers, suggesting hybridity through anthropomorphized menace rather than treating it as inert.",Yes,"{'infernal': 'Ascribes a hellish, morally charged quality to the machine, implying it has malevolent agency beyond mere mechanism.', 'roulette': 'The object itself, a machine, is being characterized with emotional/moral overtones.', 'this': 'Points directly to the roulette as the subject receiving anthropomorphic description.', ',': 'Not relevant, punctuation only.', 'house': 'Situates the machine within a domestic, human space, reinforcing its intrusion into a living world.', 'into': 'Indicates movement of the machine into human space, emphasizing its disruptive, almost willful presence.'}",anthropomorphism,16614
"The sentence contrasts this machine favorably with 'other machines' regarding complications, but does not attribute feeling, vitality, or human agency to it, nor describe humans mechanically. It remains a neutral technical comparison.",No,"'other, machines' sets a comparison class; 'has, complications' describes mechanical features neutrally; 'not, does, require, learnt' describes functional ease without human/emotional projection; 'it, to, .' are structural, non-contributory.",neutral,8421
"The speaker explicitly denies being a machine, asserting opposition between human identity/agency and mechanical treatment, rather than blending or merging these registers.",No,"'nothing' and 'myself' emphasize personal identity/memory, contrasting with mechanical function. 'treated' implies being subjected to a mechanical process the speaker resists. 'a' is a minor grammatical article, not directly relevant.",technomorphism,232
"The sentence explicitly rejects a machine identity, asserting human agency and refusing mechanical treatment, which reinforces opposition rather than blending of mechanical and living registers.",No,"'machine' appears twice as a negated comparison, explicitly denying mechanical identity ('I am not a machine'); 'a' is grammatical filler; '.' is punctuation. The words emphasize contrast, not interpenetration, between human and machine.",neutral,233
"The sentence describes a man fearing he is becoming a 'mere machine,' projecting mechanical qualities—function, repetition, lack of feeling—onto himself, contrasting with his former fiery, impulsive human vitality as a boy.",Yes,"'Man' and 'boy' mark the human subject undergoing the comparison, showing the shift from vital humanity to mechanized existence. 'A' and 'and' are structural/grammatical words with no independent semantic relevance to the hybridity.",technomorphism,16620
"The sentence contrasts soldiers as 'men' versus 'mere machines,' reinforcing an opposition between human and mechanical registers rather than blending them, so it does not reflect a hybrid understanding.",No,"'Mere' and 'machines' frame mechanical as deficient, opposed to 'men' and 'soldiers' as fully human; the comma and period structure this contrast, keeping the registers distinct rather than interpenetrating.",technomorphism,16621
"The sentence compares a person's well-regulated mind and management of affairs to a mechanist regulating a machine, blending mental/emotional life with mechanical metaphor, showing interpenetration of registers.",Yes,"{'regulates': ""key verb linking mechanical action to mind's management, central to hybridity"", 'a': 'part of simile structure comparing mind to machine', '.': 'not relevant', 'mind': 'human faculty described via mechanical metaphor (regulation)', 'skilful': 'qualifies mechanist, emphasizing competence akin to mental self-governance', 'mechanist': 'the mechanical agent used as metaphor for human mental regulation', 'wife': 'context of trust, not directly relevant to hybridity', 'well': ""modifies 'regulated mind', reinforcing mechanical metaphor for mental state"", ',': 'not relevant', 'how': 'introduces rhetorical exclamation, not directly relevant', 'havintr': ""typo for 'having', not relevant"", 'the': 'not relevant', 'as': 'introduces the simile comparing mind to mechanist regulating machine', 'confidence': 'relates to trust in wife, not mechanical', 'his': 'possessive, not directly relevant', 'supervision': 'parallels mechanical regulation, reinforcing hybrid metaphor', 'must': 'modal verb, not relevant', 'them': 'refers to affairs, not directly relevant', 'in': 'not relevant'}",technomorphism,8432
"The sentence describes Daisy playing piano 'like a machine,' projecting mechanical, unfeeling repetition onto her human action, illustrating technomorphism rather than anthropomorphism of an actual machine.",Yes,"'Like' signals the simile comparing human action to machine; 'piano' is the object played mechanically; 'a machine' is the mechanical register applied to human behavior; 'catlike' describes Arden's step with animal, not mechanical, imagery, so it's irrelevant to technomorphism.",technomorphism,8435
